TEMPLATE	COMMAND
object/tangible/storyteller/prop/pr_tent_basic.iff	place_statue
object/tangible/storyteller/prop/pr_campfire_logs_smoldering.iff	place_statue
object/tangible/storyteller/prop/pr_atf_sith_altar.iff	place_statue
object/tangible/storyteller/prop/pr_clone_barc_speeder.iff	place_statue
object/tangible/storyteller/prop/pr_destroyed_transport_1.iff	place_statue
object/tangible/storyteller/prop/pr_destroyed_transport_2.iff	place_statue
object/tangible/storyteller/prop/pr_edb_all_meat_s01.iff	place_statue
object/tangible/storyteller/prop/pr_eqp_bacta_tank_lg.iff	place_statue
object/tangible/storyteller/prop/pr_eqp_bones_must_monster_jaw_large.iff	place_statue
object/tangible/storyteller/prop/pr_eqp_bones_must_monster_jaw_small.iff	place_statue
object/tangible/storyteller/prop/pr_eqp_camping_chair_s1.iff	place_statue
object/tangible/storyteller/prop/pr_eqp_camping_chair_s2.iff	place_statue
object/tangible/storyteller/prop/pr_flash_speeder.iff	place_statue
object/tangible/storyteller/prop/pr_lambda_shuttle_static_s01.iff	place_statue
object/tangible/storyteller/prop/pr_poi_all_ithorian_head.iff	place_statue
object/tangible/storyteller/prop/pr_poi_all_xwing.iff	place_statue
object/tangible/storyteller/prop/pr_poi_tao_podracer_sebulba_destroyed.iff	place_statue
object/tangible/storyteller/prop/pr_sandcrawler.iff	place_statue
object/tangible/storyteller/prop/pr_thm_all_impl_banner_freestand_s01.iff	place_statue
object/tangible/storyteller/prop/pr_thm_all_rebl_banner_freestand_s01.iff	place_statue
object/tangible/storyteller/prop/pr_thm_all_tato_banner_freestand_s01.iff	place_statue
object/tangible/storyteller/prop/pr_thm_corl_banner_govt_tall.iff	place_statue
object/tangible/storyteller/prop/pr_tie_bomber.iff	place_statue
object/tangible/storyteller/prop/pr_yt1300_ground.iff	place_statue
object/tangible/storyteller/prop/pr_yt2400_ground_r0.iff	place_statue
object/tangible/storyteller/prop/pr_web.iff	place_statue
object/tangible/storyteller/prop/pr_tie_fighter.iff	place_statue
object/tangible/storyteller/prop/pr_tank_farm.iff	place_statue
object/tangible/storyteller/prop/pr_table_modern_dining.iff	place_statue
object/tangible/storyteller/prop/pr_table_light_01.iff	place_statue
object/tangible/storyteller/prop/pr_table_dark_01.iff	place_statue
object/tangible/storyteller/prop/pr_table_dark_02.iff	place_statue
object/tangible/storyteller/prop/pr_streetlamp_small_01.iff	place_statue
object/tangible/storyteller/prop/pr_streetlamp_large_01.iff	place_statue
object/tangible/storyteller/prop/pr_rodian_shuttle.iff	place_statue
object/tangible/storyteller/prop/pr_potted_planet_flowers_purple.iff	place_statue
object/tangible/storyteller/prop/pr_potted_planet_flowers_orange.iff	place_statue
object/tangible/storyteller/prop/pr_platform_stage.iff	place_statue
object/tangible/storyteller/prop/pr_palette_supply_01.iff	place_statue
object/tangible/storyteller/prop/pr_palette_supply_02.iff	place_statue
object/tangible/storyteller/prop/pr_palette_supply_03.iff	place_statue
object/tangible/storyteller/prop/pr_palette_supply_04.iff	place_statue
object/tangible/storyteller/prop/pr_palette_supply_05.iff	place_statue
object/tangible/storyteller/prop/pr_palette_food.iff	place_statue
object/tangible/storyteller/prop/pr_nightsister_gate.iff	place_statue
object/tangible/storyteller/prop/pr_krayt_skull.iff	place_statue
object/tangible/storyteller/prop/pr_gravestone_01.iff	place_statue
object/tangible/storyteller/prop/pr_gravestone_02.iff	place_statue
object/tangible/storyteller/prop/pr_gravestone_03.iff	place_statue
object/tangible/storyteller/prop/pr_garden_gazebo.iff	place_statue
object/tangible/storyteller/prop/pr_fire_pit.iff	place_statue
object/tangible/storyteller/prop/pr_escape_pod_door.iff	place_statue
object/tangible/storyteller/prop/pr_escape_pod.iff	place_statue
object/tangible/storyteller/prop/pr_entrance_arch.iff	place_statue
object/tangible/storyteller/prop/pr_cooling_unit.iff	place_statue
object/tangible/storyteller/prop/pr_chair_cafe.iff	place_statue
object/tangible/storyteller/prop/pr_antenna.iff	place_statue
object/tangible/event_perk/banner_generic_s01.iff	place_statue
object/tangible/event_perk/banner_generic_s02.iff	place_statue
object/tangible/event_perk/corl_imprv_flagpole_s01.iff	place_statue
object/tangible/event_perk/dant_imprv_flagpole_s01.iff	place_statue
object/tangible/event_perk/dath_imprv_flagpole_s01.iff	place_statue
object/tangible/event_perk/endr_imprv_flagpole_s01.iff	place_statue
object/tangible/event_perk/lok_imprv_flagpole_s01.iff	place_statue
object/tangible/event_perk/nboo_imprv_flagpole_s01.iff	place_statue
object/tangible/event_perk/rori_imprv_flagpole_s01.iff	place_statue
object/tangible/event_perk/talus_imprv_flagpole_s01.iff	place_statue
object/tangible/event_perk/tato_imprv_flagpole_s01.iff	place_statue
object/tangible/event_perk/yavn_imprv_flagpole_s01.iff	place_statue
object/tangible/event_perk/frn_all_gaming_kiosk_s01.iff	place_statue
object/tangible/event_perk/frn_hologram_data_disk_s01.iff	place_statue
object/tangible/event_perk/frn_hologram_data_disk_s02.iff	place_statue
object/tangible/event_perk/frn_tato_fruit_stand_small_style_01.iff	place_statue
object/tangible/event_perk/frn_tato_meat_rack.iff	place_statue
object/tangible/event_perk/guild_banner_free_style_01.iff	place_statue
object/tangible/event_perk/player_shuttle.iff	place_statue
object/tangible/storyteller/prop/pr_at_at.iff	place_statue
object/tangible/storyteller/prop/pr_at_st.iff	place_statue
object/tangible/storyteller/prop/pr_bantha_saddled.iff	place_statue
object/tangible/storyteller/prop/pr_droid_lottery.iff	place_statue
object/tangible/storyteller/prop/pr_droid_race.iff	place_statue
object/tangible/storyteller/prop/pr_droid_scavenger.iff	place_statue
object/tangible/terminal/terminal_jukebox.iff	place_statue
object/tangible/storyteller/event_props/pr_anniversary_nyms_main.iff	place_statue
object/tangible/storyteller/event_props/pr_anniversary_nyms_chair.iff	place_statue
object/tangible/storyteller/event_props/pr_lifeday_tree.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_exar_kun_torch_01.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_exar_kun_torch_02.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_exar_kun_table.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_exar_kun_torture_table.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_exar_kun_column_complete.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_exar_kun_column_broken.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_exar_kun_brazier.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_exar_kun_zapper.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_droid_21bmedical_powerdown.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_droid_4lom_powerdown.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_droid_droideka_powerdown.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_droid_lemedical_powerdown.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_droid_powerdroid_powerdown.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_droid_probedroid_powerdown.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_droid_r2_powerdown.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_droid_r3_powerdown.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_droid_r4_powerdown.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_droid_r5_powerdown.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_droid_ra7_powerdown.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_gate_corellia_01.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_gate_corellia_02.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_gate_naboo_01.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_gate_tatooine_01.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_generator.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_guard_tower.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_installation_creature_farm.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_installation_flora_farm.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_installation_fusion_generator.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_installation_gas_harvester.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_installation_liquid_harvester.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_installation_moisture_harvester.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_installation_ore_harvester_style_1.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_installation_ore_harvester_style_2.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_installation_solar_generator.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_installation_wind_generator.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_landspeeder_av21.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_landspeeder_xp34.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_lava_skiff.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_pillar_corellia_01.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_pillar_corellia_02.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_pillar_military_imp_strong.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_pillar_military_imp_weak.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_pillar_military_reb_strong.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_pillar_military_reb_weak.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_pillar_naboo_01.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_pillar_naboo_02.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_pillar_tatooine_01.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_scaffolding_short.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_scaffolding_tall.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_speeder_ab1.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_speeder_bike.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_swoop_bike.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_wall_corellia_01.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_wall_corellia_02.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_wall_military_imp_strong.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_wall_military_imp_weak.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_wall_military_reb_strong.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_wall_military_reb_weak.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_wall_naboo_short.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_wall_naboo_tall.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_wall_tatooine_01.iff	place_statue
object/tangible/storyteller/prop/pr_ch9_worklamp.iff	place_statue
object/tangible/storyteller/event_props/pr_emperors_day_emperor.iff	place_statue
object/tangible/storyteller/event_props/pr_emperors_day_yoda.iff	place_statue
object/tangible/storyteller/prop/pr_scarecrow_01.iff	place_statue
object/tangible/storyteller/prop/pr_scarecrow_02.iff	place_statue
object/tangible/storyteller/prop/hoth/pr_hoth_cable_box_01.iff	place_statue
object/tangible/storyteller/prop/hoth/pr_hoth_cable_box_02.iff	place_statue
object/tangible/storyteller/prop/hoth/pr_hoth_cable_box_03.iff	place_statue
object/tangible/storyteller/prop/hoth/pr_hoth_crate_01.iff	place_statue
object/tangible/storyteller/prop/hoth/pr_hoth_crate_02.iff	place_statue
object/tangible/storyteller/prop/hoth/pr_hoth_crate_03.iff	place_statue
object/tangible/storyteller/prop/hoth/pr_hoth_icicle_01.iff	place_statue
object/tangible/storyteller/prop/hoth/pr_hoth_icicle_02.iff	place_statue
object/tangible/storyteller/prop/hoth/pr_hoth_icicle_03.iff	place_statue
object/tangible/storyteller/prop/hoth/pr_hoth_light_standing.iff	place_statue
object/tangible/storyteller/prop/hoth/pr_hoth_radio.iff	place_statue
object/tangible/storyteller/prop/hoth/pr_hoth_scaffold.iff	place_statue
object/tangible/storyteller/prop/hoth/pr_hoth_snow_trooper_gun.iff	place_statue
object/tangible/storyteller/prop/hoth/pr_hoth_terminal_01.iff	place_statue
object/tangible/storyteller/prop/hoth/pr_hoth_toolbox.iff	place_statue
